Transportadora;CIDADE ORIGEM;CIDADE DESTINO;UF;Até 10kg;Até 20kg;Até 30kg; Até 40kg ; Até 50kg ; Até 60kg ; Até 70kg ;Até 80kg;Até 90kg;Até 100kg;Até 150kg;TX Embarque;Frete Valor;Frete Peso; TX ADM ;GRIS; GRISS MINIMO ; TDE ; TAXA QUIMICO ; QTDE PRAÇA ;FRAÇÃO;MINIMO; Sigla Praça 
Leomar;PORTO ALEGRE;VIADUTOS;RS; R$ 4,54 ; R$ 9,08 ; R$ 13,62 ; R$ 18,16 ; R$ 22,70 ; R$ 27,24 ; R$ 31,78 ; R$ 36,32 ; R$ 40,86 ; R$ 45,40 ;;;0,50%;0,454; R$ 46,45 ;0,15%; R$ 3,00 ;;;;;;PFUR CXSI OSOR STMR LAJI IJUR PELR 
Leomar;PORTO ALEGRE;VICENTE DUTRA;RS; R$ 4,54 ; R$ 9,08 ; R$ 13,62 ; R$ 18,16 ; R$ 22,70 ; R$ 27,24 ; R$ 31,78 ; R$ 36,32 ; R$ 40,86 ; R$ 45,40 ;;;0,50%;0,454; R$ 46,45 ;0,15%; R$ 3,00 ;;;;;;PFUR CXSI OSOR STMR LAJI IJUR PELR 
Leomar;PORTO ALEGRE;VICTOR GRAEFF;RS; R$ 4,54 ; R$ 9,08 ; R$ 13,62 ; R$ 18,16 ; R$ 22,70 ; R$ 27,24 ; R$ 31,78 ; R$ 36,32 ; R$ 40,86 ; R$ 45,40 ;;;0,50%;0,454; R$ 46,45 ;0,15%; R$ 3,00 ;;;;;;PFUR CXSI OSOR STMR LAJI IJUR PELR 
Leomar;PORTO ALEGRE;VILA LANGARO;RS; R$ 4,54 ; R$ 9,08 ; R$ 13,62 ; R$ 18,16 ; R$ 22,70 ; R$ 27,24 ; R$ 31,78 ; R$ 36,32 ; R$ 40,86 ; R$ 45,40 ;;;0,50%;0,454; R$ 46,45 ;0,15%; R$ 3,00 ;;;;;;PFUR CXSI OSOR STMR LAJI IJUR PELR 
Leomar;PORTO ALEGRE;VILA MARIA;RS; R$ 4,54 ; R$ 9,08 ; R$ 13,62 ; R$ 18,16 ; R$ 22,70 ; R$ 27,24 ; R$ 31,78 ; R$ 36,32 ; R$ 40,86 ; R$ 45,40 ;;;0,50%;0,454; R$ 46,45 ;0,15%; R$ 3,00 ;;;;;;PFUR CXSI OSOR STMR LAJI IJUR PELR 
Leomar;PORTO ALEGRE;VISTA ALEGRE;RS; R$ 4,54 ; R$ 9,08 ; R$ 13,62 ; R$ 18,16 ; R$ 22,70 ; R$ 27,24 ; R$ 31,78 ; R$ 36,32 ; R$ 40,86 ; R$ 45,40 ;;;0,50%;0,454; R$ 46,45 ;0,15%; R$ 3,00 ;;;;;;PFUR CXSI OSOR STMR LAJI IJUR PELR 
Leomar;PORTO ALEGRE;VISTA ALEGRE DO PRATA;RS; R$ 4,54 ; R$ 9,08 ; R$ 13,62 ; R$ 18,16 ; R$ 22,70 ; R$ 27,24 ; R$ 31,78 ; R$ 36,32 ; R$ 40,86 ; R$ 45,40 ;;;0,50%;0,454; R$ 46,45 ;0,15%; R$ 3,00 ;;;;;;PFUR CXSI OSOR STMR LAJI IJUR PELR 
Leomar;PORTO ALEGRE;WESTFALIA;RS; R$ 4,54 ; R$ 9,08 ; R$ 13,62 ; R$ 18,16 ; R$ 22,70 ; R$ 27,24 ; R$ 31,78 ; R$ 36,32 ; R$ 40,86 ; R$ 45,40 ;;;0,50%;0,454; R$ 46,45 ;0,15%; R$ 3,00 ;;;;;;PFUR CXSI OSOR STMR LAJI IJUR PELR 
Leomar;PORTO ALEGRE;XANGRI-LA;RS; R$ 4,54 ; R$ 9,08 ; R$ 13,62 ; R$ 18,16 ; R$ 22,70 ; R$ 27,24 ; R$ 31,78 ; R$ 36,32 ; R$ 40,86 ; R$ 45,40 ;;;0,50%;0,454; R$ 46,45 ;0,15%; R$ 3,00 ;;;;;;PFUR CXSI OSOR STMR LAJI IJUR PELR 
Leomar;PORTO ALEGRE;AGUA SANTA;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;AJURICABA;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;ALECRIM;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;ALEGRIA;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;ALPESTRE;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;ALTO ALEGRE;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;AMARAL FERRADOR;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;ARAMBARE;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;ARROIO DO PADRE;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;ARROIO GRANDE;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;BALNEARIO PINHAL;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;BARAO DO TRIUNFO;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;BARRA DO GUARITA;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;BARRACAO;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;BENJAMIN CONSTANT DO SUL;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;BOA VISTA DO BURICA;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;BOSSOROCA;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;BRAGA;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CACAPAVA DO SUL;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CACIQUE DOBLE;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CAIBATE;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CAMARGO;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CAMPINA DAS MISSOES;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CAMPINAS DO SUL;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CAMPOS BORGES;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CANGUCU;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CAPIVARI DO SUL;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CARAA;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CARLOS GOMES;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CASEIROS;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CERRITO;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CERRO GRANDE;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CERRO GRANDE DO SUL;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CERRO LARGO;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CHAPADA;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CHIAPETTA;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CHUI;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CHUVISCA;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CIDREIRA;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CIRIACO;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;COLORADO;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CONSTANTINA;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;COQUEIROS DO SUL;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CORONEL BICACO;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;CRUZALTENSE;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;DAVID CANABARRO;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;DERRUBADAS;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;DILERMANDO DE AGUIAR;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;DOIS IRMAOS DAS MISSOES;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;DOM FELICIANO;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;DONA FRANCISCA;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;DOUTOR MAURICIO CARDOSO;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;ENGENHO VELHO;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;ENTRE RIOS DO SUL;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;ERVAL GRANDE;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;ESPUMOSO;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;EUGENIO DE CASTRO;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;FAXINALZINHO;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;FORMIGUEIRO;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;FORTALEZA DOS VALOS;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;GENTIL;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
Leomar;PORTO ALEGRE;GLORINHA;RS; R$ 5,03 ; R$ 10,06 ; R$ 15,09 ; R$ 20,12 ; R$ 25,15 ; R$ 30,18 ; R$ 35,21 ; R$ 40,24 ; R$ 45,27 ; R$ 50,30 ;;;0,50%;0,503; R$ 54,43 ;0,15%; R$ 3,00 ;;;;;;PFUI IJUI STMI PELI  OSOI  
